,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2016-08-29 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-09-12 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-09-26 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-10-10 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-10-24 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-11-07 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-11-21 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-12-05 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2016-12-19 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-01-02 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-01-16 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-01-30 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-02-13 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-02-27 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-03-13 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-03-27 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-04-10 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-04-24 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-05-08 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-05-22 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-06-05 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-06-19 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-07-03 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-07-17 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-07-31 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-08-14 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-08-28 00:00:00,MMM,AXP,BA,CAT,KO,DD,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL
2017-09-11 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-09-25 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-10-09 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-10-23 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-11-06 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-11-20 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-12-04 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2017-12-18 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2018-01-01 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2018-01-15 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2018-01-29 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,WMT,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD
2018-02-12 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-02-26 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-03-12 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-03-26 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-04-09 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-04-23 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-05-07 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-05-21 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-06-04 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-06-18 00:00:00,MMM,AXP,BA,CAT,KO,XOM,GE,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT
2018-07-02 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-07-16 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-07-30 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-08-13 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-08-27 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-09-10 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-09-24 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-10-08 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-10-22 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-11-05 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-11-19 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-12-03 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-12-17 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2018-12-31 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-01-14 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-01-28 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-02-11 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-02-25 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-03-11 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-03-25 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,DD,WMT,WBA
2019-04-08 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-04-22 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-05-06 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-05-20 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-06-03 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-06-17 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-07-01 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-07-15 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-07-29 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-08-12 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-08-26 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-09-09 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-09-23 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-10-07 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
2019-10-21 00:00:00,MMM,AXP,BA,CAT,KO,XOM,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,RTX,VZ,DIS,CVX,CSCO,TRV,UNH,NKE,GS,V,AAPL,WMT,WBA,DOW
