,MN75%,MN90%,ARR%,ARC%,ASD%,MDD%,IR*,IR**
ew,22.84375,27.0,264.2126788075816,6.260560747613542,20.836344581915434,60.82058468705824,0.30046348691350083,0.03092817870693741
djia,-,-,265.962047805617,6.304397226552871,19.546043975053546,53.77856040192825,0.32254082895746683,0.0378110810764025
ew_H,8,9,310.050750811444,7.328373817261324,24.74878132012016,57.60838680004679,0.29611049216809454,0.03766827190202219
ew_M,8,9,263.3221417942974,6.238140647255586,26.896194002827272,73.65522082606732,0.23193395491569718,0.019643368323543266
ew_L,7.84375,9.0,251.88481654892774,5.943697091041189,24.87927822175216,58.55860398731176,0.23890150823766926,0.024248498134710625
mv_gmir_baseline,3.953125,5.192708333333333,325.74662371347756,7.660153624148047,24.957991540826303,36.71758156786353,0.3069218775724626,0.06403114345839044
mv_gmv_baseline,5.791666666666667,8.192708333333334,297.2820591262855,7.046640900022227,20.116188242497334,39.71454522363986,0.3502970252155196,0.06215398744061373
mv_gmir_c_002,3.953125,5.192708333333333,286.3338988257845,6.795892108201551,24.96630463073137,37.42731439294853,0.2722025629630584,0.049425380353269634
mv_gmv_c_002,5.791666666666667,8.192708333333334,281.6016441038886,6.684714450083407,20.120316680935836,40.032649379753295,0.3322370396096811,0.05547746087110098
mv_gmir_c_005,3.953125,5.192708333333333,194.32113143847982,4.2395437684859205,25.009464892117645,39.51290832251493,0.16951757211815108,0.01818841479995182
mv_gmv_c_005,5.791666666666667,8.192708333333334,239.30059893217557,5.604879804454499,20.138962631746445,40.978533535124406,0.2783102539561366,0.038066162627178976
mv_gmir_t_3m,3.1197916666666665,4.1875,74.02493056155734,-1.862243484320969,26.93541259219315,77.20288037675705,-0.069137366206921,-0.0016676917896539187
mv_gmv_t_3m,4.59375,6.572916666666667,242.9112450834236,5.703769817120796,20.75980988349884,46.69448944840248,0.2747505805269681,0.03356100659753015
mv_gmir_t_6m,3.4166666666666665,4.53125,174.95600376079398,3.5578566338851036,28.535703777625216,57.18630419128164,0.12468087914042658,0.007757044265085105
mv_gmv_t_6m,5.171875,7.411458333333333,307.45790085361466,7.272055783228759,20.51737284254949,42.90652266679332,0.3544340612725899,0.06007161859903815
mv_gmir_t_24m,5.322916666666667,6.786458333333333,194.6161963449474,4.249429325024656,21.716921191116352,50.13755667628399,0.19567365408881957,0.016584401373772494
mv_gmv_t_24m,7.104166666666667,9.692708333333334,290.52716058260984,6.892976695131514,20.216465250961082,38.63230263660954,0.3409585508428,0.060835600897837
mv_gmir_f_05,4.045454545454546,5.282296650717703,302.3922805996613,7.160731314983648,26.066256110193425,37.78155078865023,0.27471268926047976,0.05206625232550882
mv_gmv_f_05,5.863636363636363,8.188995215311005,277.00964105137456,6.575144530600308,20.063052291621418,39.6238455172932,0.32772403894626595,0.05438222600790577
mv_gmir_f_3,3.875,5.109375,366.7529458569185,8.460936668233021,24.138936677612485,35.12846101784027,0.350509916042825,0.08442277615634486
mv_gmv_f_3,5.625,8.046875,319.5884907381473,7.531807441048199,20.17019693203201,41.30297705065783,0.3734126873638522,0.06809369827795676
mv_gmir_H,2.03125,2.5833333333333335,14.874078026770166,-11.227821354099731,40.18633498467572,95.55838482273975,-0.2793940118794422,-0.03282795181821759
mv_gmv_H,2.984375,4.234375,57.74461545557021,-3.37389614069471,28.769119200631867,80.79625628033497,-0.1172749195818483,-0.0048971749038053325
mv_gmir_M,2.0677083333333335,2.6197916666666665,295.48745720380174,7.00613815324691,25.1266785375849,64.30379127846706,0.27883264167872457,0.03037985739870527
mv_gmv_M,3.5416666666666665,5.020833333333333,197.18326313731876,4.33484569447653,21.984091628136376,66.30518094670437,0.1971810237967063,0.012891139121159596
mv_gmir_L,2.3958333333333335,2.9895833333333335,605.9740942291438,11.918885985093652,23.358879310662886,40.70000838383658,0.5102507627432669,0.14942553838291828
mv_gmv_L,3.375,4.640625,579.9981828094391,11.6128414425273,22.568983932308008,42.25223429856626,0.5145487044236517,0.14142145659578706
fmv_ag_gmir_baseline,3.6614583333333335,6.354166666666667,361.6174361897197,8.365386718004242,22.562853799603992,40.02171929609409,0.3707592484666574,0.0774965330638083
fmv_ag_gmv_baseline,22.395833333333332,26.4375,258.3083672049158,6.110571752664917,21.017365080147176,61.32035638514869,0.29073919253736097,0.02897215218634442
fmv_xgb_gmir_baseline,5.973958333333333,8.677083333333334,362.6343596030772,8.384407907057634,19.02079969045906,46.974620122757315,0.44080207160076973,0.07867789808451013
fmv_xgb_gmv_baseline,12.8125,17.4375,290.9804151680194,6.903391886608823,18.75589418879531,47.502720417274524,0.3680651968453138,0.053489532206265226
fmv_ag_gmir_c_002,3.6614583333333335,6.354166666666667,268.77348760829636,6.374284437059852,22.571270127075195,41.65455319412341,0.28240698911372414,0.04321598331004317
fmv_ag_gmv_c_002,22.395833333333332,26.4375,255.61743780974885,6.041144113533781,21.02078436687035,61.47193919626255,0.2873890911061759,0.02824311285327819
fmv_xgb_gmir_c_002,5.973958333333333,8.677083333333334,281.75715391465883,6.688395675633552,19.02810763091913,48.35900400598459,0.35150083262959114,0.04861507587398635
fmv_xgb_gmv_c_002,12.8125,17.4375,246.46920651397264,5.799877945548326,18.759921783939678,48.44823231550407,0.3091632263900795,0.03701082356601415
fmv_ag_gmir_c_005,3.6614583333333335,6.354166666666667,110.03932817399654,0.599713906077981,22.67195208169147,48.28676387699343,0.026451798412289104,0.00032852711747327336
fmv_ag_gmv_c_005,22.395833333333332,26.4375,247.70301945841612,5.832902338476087,21.03203895552007,61.923743674419796,0.2773341353547267,0.026123467843855063
fmv_xgb_gmir_c_005,5.973958333333333,8.677083333333334,131.88673883796793,1.7448815683594354,19.113907940146436,52.342097144575185,0.09128858283839089,0.003043205646812158
fmv_xgb_gmv_c_005,12.8125,17.4375,149.64408645546038,2.5513123613290167,18.801129966073972,51.18988429085767,0.13569994813783942,0.006763308022901872
fmv_ag_gmir_t_3m,3.046875,5.057291666666667,188.58841380577869,4.044634280300374,22.824239010756283,56.62276567302449,0.17720784812997606,0.012658176066914098
fmv_ag_gmv_t_3m,21.541666666666668,25.598958333333332,244.05919904873835,5.734921904398105,20.944973914232445,63.57679178350415,0.2738089781291699,0.024698841546472408
fmv_xgb_gmir_t_3m,2.7083333333333335,3.953125,137.5440189983045,2.012315849358859,25.269723564331464,70.13594291818477,0.07963347300717086,0.0022848156480729646
fmv_xgb_gmv_t_3m,9.729166666666666,13.723958333333334,199.14090054362592,4.3992861658607385,19.689046444502083,49.69644169359111,0.22343825427305972,0.01977946081146309
fmv_ag_gmir_t_6m,3.3802083333333335,5.625,251.01182578933216,5.920710775384808,28.433316697836393,68.33570327128409,0.2082314503898639,0.01804149416891056
fmv_ag_gmv_t_6m,21.901041666666668,25.916666666666668,256.7583253522885,6.070662990855946,21.108046315680088,61.02819031541378,0.2875994727350186,0.028608409757829533
fmv_xgb_gmir_t_6m,4.0625,6.020833333333333,374.834499199875,8.608789237650406,26.09952036123572,61.93902147360048,0.3298447296539824,0.045844504662560494
fmv_xgb_gmv_t_6m,11.182291666666666,15.484375,206.34926648580853,4.631555814005273,19.058654448932476,54.21591426116138,0.2430158868988098,0.02076035531633806
fmv_ag_gmir_t_24m,4.140625,7.078125,190.63370388978754,4.114802679720242,23.097492430208195,51.81989956578747,0.17814932474395673,0.014146096866053335
fmv_ag_gmv_t_24m,22.739583333333332,26.744791666666668,256.1574820323948,6.055132368754368,20.79624250378462,59.84349874355126,0.29116473168902607,0.029460860887246965
fmv_xgb_gmir_t_24m,7.161458333333333,10.276041666666666,295.356740726741,7.003178982226577,19.249310273248046,45.81336640264918,0.36381454103107924,0.05561386440770115
fmv_xgb_gmv_t_24m,13.947916666666666,18.744791666666668,284.1594922420478,6.745023090824431,19.403177110424004,46.715369494403305,0.3476246726213095,0.050191970418898765
fmv_ag_gmir_f_05,3.909090909090909,6.5311004784688995,170.17570648471184,3.3787073987016303,21.367952382028705,50.77457509826391,0.1581203167385967,0.010521846475639118
fmv_ag_gmv_f_05,22.480861244019138,26.514354066985646,289.8837223890044,6.878165143359216,20.48203491227612,58.71424493925124,0.3358145405384851,0.03933948004874836
fmv_xgb_gmir_f_05,6.636363636363637,9.260765550239235,221.7105776156135,5.102162261430654,19.870061369789344,42.34768526669266,0.2567763715711536,0.030937103277469277
fmv_xgb_gmv_f_05,12.066985645933014,16.32535885167464,146.9741642922551,2.435988443242443,18.492547508496216,62.43964486744705,0.13172811599501108,0.0051391734993874415
fmv_ag_gmir_f_3,3.234375,5.546875,454.8903199359313,9.930744305403438,21.8070695378915,36.2801946350398,0.455391050509927,0.12465126295699064
fmv_ag_gmv_f_3,22.703125,26.75,270.0972576432347,6.406953912323621,20.663136570284784,60.230655455388415,0.31006686184987636,0.032982939976178655
fmv_xgb_gmir_f_3,5.875,8.765625,272.4826760295714,6.465446791201579,19.97694916545651,51.72968821015481,0.3236453543357571,0.040450887876541414
fmv_xgb_gmv_f_3,14.59375,19.5,269.4083571201132,6.389971235451819,18.405788876183358,51.68732962263807,0.3471718206938843,0.042919956673902776
fmv_ag_gmir_ar202,3.078125,5.380208333333333,112.7973022777336,0.755478426371825,21.780289259462524,54.23752515772302,0.03468633576772195,0.0004831484896517621
fmv_ag_gmv_ar202,21.369791666666668,25.515625,245.31804849161034,5.768925846041939,20.25516809001318,57.59975570292825,0.2848125387261689,0.028525510149875283
fmv_ag_gmir_ar102,3.375,5.708333333333333,248.52008712668328,5.854687302572414,24.13714847801839,41.551310847449244,0.24255919492330488,0.03417721871286855
fmv_ag_gmv_ar102,22.192708333333332,26.286458333333332,261.5853200509024,6.19420927691936,21.186936020275617,60.21122753766508,0.29235984245157415,0.030076418009903422
fmv_ag_gmir_ar101,2.6145833333333335,4.40625,249.1754399612523,5.8721120922365255,22.993081244230908,43.242076515323205,0.25538604547443466,0.03468046880883436
fmv_ag_gmv_ar101,22.552083333333332,26.588541666666668,263.7887171916101,6.249895968054009,20.591722956749656,59.12728478140736,0.3035149599274007,0.03208226001426045
fmv_ag_gmir_ar100,4.338541666666667,5.760416666666667,263.712790358713,6.247984327645373,24.862794134436502,63.673353576112966,0.25129855855547345,0.024658815143725945
fmv_ag_gmv_ar100,22.802083333333332,26.807291666666668,252.4916487510766,5.959631347753369,20.707540798427743,60.518131002152174,0.28780005340884635,0.02834162575376722
fmv_ag_gmir_ar001,6.739583333333333,8.833333333333334,195.59250920981873,4.282038857980908,24.88766429421218,55.97779678505751,0.17205466962911137,0.01316137510516645
fmv_ag_gmv_ar001,22.791666666666668,26.796875,252.65639192421042,5.963950992916556,20.73652425837587,60.570809904198406,0.2876061059513194,0.028318404919303278
fmv_ag_gmir_errdistr_snorm,3.6302083333333335,6.140625,213.2787855916925,4.847777430991385,21.67123710592372,37.646032459239464,0.22369638647284562,0.028805965008704013
fmv_ag_gmv_errdistr_snorm,22.348958333333332,26.411458333333332,250.17175023532084,5.89852026321811,20.9915105032063,61.0016986502807,0.2809955130345267,0.027170681541339295
fmv_ag_gmir_errdistr_std,3.8854166666666665,6.588541666666667,296.6484832254856,7.032367834573328,22.06190728391509,40.41121221492562,0.3187561140600247,0.05547000747385103
fmv_ag_gmv_errdistr_std,22.4375,26.479166666666668,262.1863589830775,6.209442885046301,20.885935859882228,60.54493396769982,0.29730259284064064,0.030491130286887456
fmv_ag_gmir_errdistr_sstd,3.7447916666666665,6.427083333333333,373.9050367939675,8.591937581992482,21.906491082162276,37.83686302061267,0.39220966743453545,0.08906237760291451
fmv_ag_gmv_errdistr_sstd,22.395833333333332,26.453125,265.9605797832798,6.304360553643451,20.871520412321846,60.045982504447956,0.30205564468229,0.03171349042709579
fmv_ag_gmir_errdistr_ged,3.6822916666666665,6.208333333333333,206.9918779745813,4.651891325191704,22.111822698210805,55.51531663527778,0.21038027433026202,0.01762875963723664
fmv_ag_gmv_errdistr_ged,22.489583333333332,26.53125,250.30335760655097,5.902001269324519,20.88449462401707,62.82686504934743,0.2826020631850601,0.02654784277907046
fmv_ag_gmir_errdistr_sged,3.8229166666666665,6.270833333333333,511.68573529642646,10.74208778597332,22.308341843914008,40.779944416984236,0.4815278455536082,0.12684211472767837
fmv_ag_gmv_errdistr_sged,22.447916666666668,26.473958333333332,264.0880235483777,6.257426703263569,20.6907350542002,60.43481526382312,0.3024265057221018,0.03131327008147552
fmv_xgb_gmir_n_5,6.796875,9.838541666666666,221.04900494731865,5.082533585024929,19.25850131379202,45.655380100492806,0.2639111684866704,0.0293796125307518
fmv_xgb_gmv_n_5,12.875,17.546875,257.56935351689134,6.09157253179704,18.972801641707544,54.4676270863532,0.3210686880532211,0.035907809933859614
fmv_xgb_gmir_n_20,5.630208333333333,8.197916666666666,174.28298577145432,3.5329138314655673,19.886276405962132,51.2199777346256,0.17765587480250247,0.01225386899976293
fmv_xgb_gmv_n_20,12.197916666666666,16.703125,253.78371605202474,5.993439311168514,18.34243677011886,50.60860742683309,0.3267526221451806,0.03869642162004979
fmv_xgb_gmir_nrounds_50,5.989583333333333,8.692708333333334,367.9561139143348,8.483141071249033,19.015769884940244,46.873927662665885,0.4461108397176889,0.08073616561371995
fmv_xgb_gmv_nrounds_50,12.744791666666666,17.338541666666668,288.4570728535288,6.845214310284553,18.789110414045577,47.637518739858486,0.36431816937791234,0.05235024855389363
fmv_xgb_gmir_nrounds_200,5.973958333333333,8.682291666666666,362.631720149353,8.384358601779883,19.02079387282192,46.974694250197935,0.44079961424533237,0.07867687265135385
fmv_xgb_gmv_nrounds_200,12.8125,17.4375,290.9803646033819,6.903390725548797,18.755894165187584,47.50272209567634,0.3680651354048496,0.05348951239118509
fmv_xgb_gmir_eta_005,6.0,9.4375,234.0847851789472,5.459528224037147,18.0865412286984,38.84265117378114,0.3018558471187607,0.042427343838154705
fmv_xgb_gmv_eta_005,15.958333333333334,20.40625,307.12941446535007,7.264889137506292,18.91789561396274,51.68491318802284,0.38402205434225417,0.05397856896856322
fmv_xgb_gmir_eta_01,5.828125,8.630208333333334,265.5811768259478,6.294876257276494,19.51472120447703,50.350974383875034,0.32257064763150883,0.04032776596514428
fmv_xgb_gmv_eta_01,13.932291666666666,18.651041666666668,275.0263854004718,6.527294570685949,18.53057281526749,53.08024118956911,0.35224461951376146,0.0433156357427655
fmv_xgb_gmir_eta_04,6.239583333333333,8.963541666666666,255.85607785412355,6.047328794252138,19.56950197750403,55.71330074037648,0.30901802208374024,0.033541964989619415
fmv_xgb_gmv_eta_04,12.598958333333334,17.192708333333332,284.41839463833907,6.75109906813407,18.484713402325504,51.72387219528212,0.36522606118874074,0.04767000645350921
fmv_xgb_gmir_lambda_05,6.005208333333333,8.802083333333334,225.52241842972086,5.2142000357265905,19.12581244069012,55.19304297132541,0.27262632904594386,0.02575556878409295
fmv_xgb_gmv_lambda_05,13.114583333333334,17.864583333333332,191.7087982228023,4.15140376462384,18.582133547211622,56.11595713327103,0.2234083483511928,0.016527531664315996
fmv_xgb_gmir_lambda_5,5.822916666666667,8.307291666666666,228.06916481985417,5.288069007974583,19.435023429712516,43.06620922801986,0.27208966467671525,0.03340969518698664
fmv_xgb_gmv_lambda_5,12.135416666666666,16.651041666666668,280.6652085978047,6.662506790129252,18.447059802630832,45.55898247783734,0.3611690351423416,0.05281705205314557
fmv_xgb_gmir_lambda_10,5.630208333333333,8.104166666666666,166.69587305475721,3.24530296164689,19.885713876919382,42.15787494835962,0.16319770975954723,0.012562920011158107
fmv_xgb_gmv_lambda_10,11.942708333333334,16.432291666666668,249.42696151838652,5.87878824347936,18.455872433722465,49.2173090381221,0.3185321238316359,0.038047242755622664
fmv_xgb_gmir_max_depth_3,6.713541666666667,9.640625,215.5029886380406,4.915784187163541,18.86391248555077,43.83633524896054,0.2605919737450486,0.029222650492162716
fmv_xgb_gmv_max_depth_3,12.78125,17.4375,262.67243144564776,6.221738689513412,18.41242938470976,54.31195324980733,0.33790971085434995,0.03870945152561342
fmv_xgb_gmir_max_depth_9,4.635416666666667,6.635416666666667,142.55410369645205,2.240680808630624,19.883259103314906,50.573560251646896,0.11269182768216611,0.004992854256661042
fmv_xgb_gmv_max_depth_9,11.770833333333334,16.286458333333332,241.26371793781215,5.6588187447322635,18.31691373470327,50.349297476435794,0.3089395313366057,0.03472208945387139
fmv_xgb_gmir_max_depth_12,3.53125,5.010416666666667,353.6152019347884,8.213933330637024,22.303221020705838,46.05566535319052,0.3682846223427272,0.06568280604402198
fmv_xgb_gmv_max_depth_12,10.84375,15.109375,216.94239041715605,4.959445176570809,19.11084368757811,56.39669344331488,0.25950948360246423,0.02282089566155555
fmv_xgb_gmir_subsample_05,5.734375,8.177083333333334,180.58195350759019,3.762910900999672,19.82279605075924,51.83465450141076,0.18982745377413834,0.013780429366926245
fmv_xgb_gmv_subsample_05,10.796875,15.223958333333334,243.934910496731,5.731555718419412,18.52549640674727,53.43189623516449,0.3093874297658168,0.03318750441640381
fmv_xgb_gmir_subsample_075,5.911458333333333,8.588541666666666,270.839959202315,6.425217455614041,19.65609852864302,55.10717202017875,0.32688162639453416,0.0381127438559286
fmv_xgb_gmv_subsample_075,12.072916666666666,16.661458333333332,220.60475312801486,5.069321824998929,18.55134543240123,54.27687566058474,0.2732589850946876,0.025521692620629248
fmv_ag_gmir_h,2.109375,2.9479166666666665,113.49335678707718,0.7942256126372227,26.559962432666868,58.34022121649187,0.029903115060900147,0.0004070917007817426
fmv_ag_gmv_h,7.817708333333333,8.875,157.84183879667134,2.8937233929117623,25.477423847926335,70.83970463658564,0.11357990549532303,0.004639613211018108
fmv_ag_gmir_m,2.0677083333333335,2.9270833333333335,108.54329917708642,0.5136834660354195,19.51887003961637,52.708080382834524,0.026317274770149324,0.0002564834238383583
fmv_ag_gmv_m,7.854166666666667,8.880208333333334,213.854062107966,4.865430480413813,18.6532757779269,54.01817174149084,0.2608351765308297,0.023493490752158345
fmv_ag_gmir_l,2.015625,2.9114583333333335,363.7597777200463,8.405400244377104,23.685644583719302,49.34501860349217,0.35487318973597565,0.06044888177463477
fmv_ag_gmv_l,7.739583333333333,8.864583333333334,438.5939599727984,9.680372161964623,20.794225662616604,53.278730821946205,0.46553174515980084,0.08458385695065113
fmv_xgb_gmir_h,2.6197916666666665,3.5572916666666665,130.35840295194882,1.670787971374943,23.89794585540417,54.62714807573441,0.0699134553858368,0.0021383243389160663
fmv_xgb_gmv_h,4.645833333333333,6.270833333333333,147.57496664296747,2.4621096009905363,22.21656824797711,62.19267599009781,0.11082312864475453,0.004387312247048245
fmv_xgb_gmir_m,2.71875,3.6614583333333335,164.67360234691733,3.1665717641141677,20.237367278731654,58.94333318388735,0.15647152717547694,0.008406011215821964
fmv_xgb_gmv_m,4.953125,6.640625,182.9159894048761,3.846228741523827,17.35371934373691,50.078912362267914,0.22163714102659848,0.017022477162422688
fmv_xgb_gmir_l,2.5989583333333335,3.4635416666666665,308.99566627788596,7.305510314653341,23.89521433547116,54.26409186097473,0.3057311063248637,0.04116021616078971
fmv_xgb_gmv_l,4.671875,6.307291666666667,404.52943319240353,9.127544425662482,19.77513699055438,48.56949210740221,0.46156668497529324,0.08674108457221591
